n,A,B,X,Aox,Box,Cox,Ra,Rb,Rc,exp,EAH
0.0,Pr,Rh,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Pr,Sn,,0,0,0,1.85,1.45,0.0,0,0.0
0.0,Pr,Sn,,0,0,0,1.85,1.45,0.0,0,0.0
0.0,Pr,Mn,O,0,0,0,1.85,1.4,0.6,0,0.0
0.0,Pr,Ge,,0,0,0,1.85,1.25,0.0,0,0.0
0.0,Pr,Ni,O,0,0,0,1.85,1.35,0.6,0,0.0
1.0,Pr,Ni,O,0,0,0,1.85,1.35,0.6,0,0.08377009624999854
1.0,Pr,Ni,O,0,0,0,1.85,1.35,0.6,0,0.06063222910714128
0.0,Pr,Sn,,0,0,0,1.85,1.45,0.0,0,0.0
0.0,Pr,Rh,O,0,0,0,1.85,1.35,0.6,0,0.0
0.0,Pr,Ru,O,0,0,0,1.85,1.3,0.6,0,0.0
0.0,Pr,Sc,O,0,0,0,1.85,1.6,0.6,0,0.0
0.0,Pr,Pd,,0,0,0,1.85,1.4,0.0,0,0.0
0.0,Pr,Pt,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Pr,Ru,,0,0,0,1.85,1.3,0.0,0,0.0
0.0,Pr,V,O,0,0,0,1.85,1.35,0.6,0,0.0
0.0,Pr,Rh,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Rb,Cd,Br,0,0,0,2.35,1.55,1.15,0,0.0
0.0,Rb,Cd,Cl,0,0,0,2.35,1.55,1.0,0,0.0
1.0,Rb,Cd,Cl,0,0,0,2.35,1.55,1.0,0,0.007854200238091469
0.0,Rb,P,O,0,0,0,2.35,1.0,0.6,0,0.0
0.0,Rb,Pb,I,0,0,0,2.35,1.8,1.4,0,0.0
0.0,Rb,Sn,I,0,0,0,2.35,1.45,1.4,0,0.0
0.0,Sc,Al,O,0,0,0,1.6,1.25,0.6,0,0.0
0.0,Sc,Ge,,0,0,0,1.6,1.25,0.0,0,0.0
0.0,Sc,P,,0,0,0,1.6,1.0,0.0,0,0.0
0.0,Sc,Si,,0,0,0,1.6,1.1,0.0,0,0.0
0.0,Sc,Sn,,0,0,0,1.6,1.45,0.0,0,0.0
0.0,Sc,Cr,O,0,0,0,1.6,1.4,0.6,0,0.0
0.0,Sc,Si,,0,0,0,1.6,1.1,0.0,0,0.0
0.0,Sc,Si,,0,0,0,1.6,1.1,0.0,0,0.0
0.0,Sc,Pd,,0,0,0,1.6,1.4,0.0,0,0.0
0.0,Sc,Pt,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Ir,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Pt,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Rh,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Ge,,0,0,0,1.6,1.25,0.0,0,0.0
0.0,Sc,P,,0,0,0,1.6,1.0,0.0,0,0.0
0.0,Sc,Sn,,0,0,0,1.6,1.45,0.0,0,0.0
0.0,Sc,Pt,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Ir,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Ni,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Pd,,0,0,0,1.6,1.4,0.0,0,0.0
0.0,Sc,Pt,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Rh,,0,0,0,1.6,1.35,0.0,0,0.0
0.0,Sc,Ru,,0,0,0,1.6,1.3,0.0,0,0.0
0.0,Sm,Au,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Al,O,0,0,0,1.85,1.25,0.6,0,0.0
0.0,Sm,Pd,,0,0,0,1.85,1.4,0.0,0,0.0
0.0,Sm,Pt,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Rh,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Ge,,0,0,0,1.85,1.25,0.0,0,0.0
0.0,Sm,Co,O,0,0,0,1.85,1.35,0.6,0,0.0
0.0,Sm,Cr,O,0,0,0,1.85,1.4,0.6,0,0.0
0.0,Sm,Cr,S,0,0,0,1.85,1.4,1.0,0,0.0
0.0,Sm,Fe,O,0,0,0,1.85,1.4,0.6,0,0.0
0.0,Sm,Fe,O,0,0,0,1.85,1.4,0.6,0,0.0
0.0,Sm,Co,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Ni,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Pd,,0,0,0,1.85,1.4,0.0,0,0.0
0.0,Sm,Pt,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Pt,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Rh,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Ru,,0,0,0,1.85,1.3,0.0,0,0.0
0.0,Sm,Mn,O,0,0,0,1.85,1.4,0.6,0,0.0
0.0,Sm,Ge,,0,0,0,1.85,1.25,0.0,0,0.0
0.0,Sm,Ni,O,0,0,0,1.85,1.35,0.6,0,0.0
0.0,Sm,Sn,,0,0,0,1.85,1.45,0.0,0,0.0
0.0,Sm,Rh,O,0,0,0,1.85,1.35,0.6,0,0.0
0.0,Sm,Ir,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Sc,O,0,0,0,1.85,1.6,0.6,0,0.0
0.0,Sm,Pd,,0,0,0,1.85,1.4,0.0,0,0.0
0.0,Sm,Pd,,0,0,0,1.85,1.4,0.0,0,0.0
0.0,Sm,Pt,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Sm,Ti,O,0,0,0,1.85,1.4,0.6,0,0.0
0.0,Sm,V,O,0,0,0,1.85,1.35,0.6,0,0.0
0.0,Sm,Rh,,0,0,0,1.85,1.35,0.0,0,0.0
0.0,Pb,Sn,S,0,0,0,1.8,1.45,1.0,0,0.0
0.0,Sr,B,O,0,0,0,2.0,0.85,0.6,0,0.0
0.0,Sr,C,O,0,0,0,2.0,0.7,0.6,0,0.0
0.0,Sr,Ge,,0,0,0,2.0,1.25,0.0,0,0.0
0.0,Sr,Pb,,0,0,0,2.0,1.8,0.0,0,0.0
0.0,Sr,Si,,0,0,0,2.0,1.1,0.0,0,0.0
0.0,Sr,Sn,,0,0,0,2.0,1.45,0.0,0,0.0
0.0,Sr,Au,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Ge,,0,0,0,2.0,1.25,0.0,0,0.0
0.0,Sr,Pt,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Ce,O,0,0,0,2.0,1.85,0.6,0,0.0
0.0,Sr,N,,0,0,0,2.0,0.65,0.0,0,0.0
0.0,Sr,N,,0,0,0,2.0,0.65,0.0,0,0.0
0.0,Sr,Hf,O,0,0,0,2.0,1.55,0.6,0,0.0
1.0,Sr,Hf,O,0,0,0,2.0,1.55,0.6,1,0.018622709999998932
2.0,Sr,Hf,O,0,0,0,2.0,1.55,0.6,1,0.021197374999999852
3.0,Sr,Hf,O,0,0,0,2.0,1.55,0.6,1,0.007250575882359556
0.0,Sr,Hf,S,0,0,0,2.0,1.55,1.0,0,0.0
0.0,Sr,Au,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Pd,,0,0,0,2.0,1.4,0.0,0,0.0
0.0,Sr,Pt,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Ir,O,0,0,0,2.0,1.35,0.6,0,0.0
1.0,Sr,Ir,O,0,0,0,2.0,1.35,0.6,0,0.033991946428571396
3.0,Sr,Ir,O,0,0,0,2.0,1.35,0.6,1,0.08572160029411524
0.0,Sr,As,,0,0,0,2.0,1.15,0.0,0,0.0
0.0,Sr,Bi,,0,0,0,2.0,1.6,0.0,0,0.0
0.0,Sr,Sb,,0,0,0,2.0,1.45,0.0,0,0.0
0.0,Sr,Ge,,0,0,0,2.0,1.25,0.0,0,0.0
0.0,Sr,Pb,,0,0,0,2.0,1.8,0.0,0,0.0
0.0,Sr,Pt,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Si,,0,0,0,2.0,1.1,0.0,0,0.0
0.0,Sr,Sn,,0,0,0,2.0,1.45,0.0,0,0.0
0.0,Sr,Nb,O,0,0,0,2.0,1.45,0.6,0,0.0
0.0,Sr,Ge,,0,0,0,2.0,1.25,0.0,0,0.0
0.0,Sr,N,,0,0,0,2.0,0.65,0.0,0,0.0
0.0,Sr,Os,O,0,0,0,2.0,1.3,0.6,0,0.0
0.0,Sr,Pb,O,0,0,0,2.0,1.8,0.6,0,0.0
0.0,Sr,Pr,O,0,0,0,2.0,1.85,0.6,0,0.0
0.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.0
1.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.0
2.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.00523286166666459
3.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.0
0.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.0
1.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.0
2.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.00523286166666459
3.0,Sr,Ru,O,0,0,0,2.0,1.3,0.6,0,0.0
0.0,Sr,Au,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Sn,O,0,0,0,2.0,1.45,0.6,0,0.0
1.0,Sr,Sn,O,0,0,0,2.0,1.45,0.6,0,0.005311964285715121
1.0,Sr,Sn,O,0,0,0,2.0,1.45,0.6,0,0.0008078342857160692
0.0,Sr,Pt,,0,0,0,2.0,1.35,0.0,0,0.0
0.0,Sr,Sn,S,0,0,0,2.0,1.45,1.0,0,0.0
0.0,Sr,Tb,O,0,0,0,2.0,1.75,0.6,0,0.0
0.0,Sr,Tc,O,0,0,0,2.0,1.35,0.6,0,0.0
1.0,Sr,Tc,O,0,0,0,2.0,1.35,0.6,0,0.037539396428570626
0.0,Sr,Zr,O,0,0,0,2.0,1.55,0.6,0,0.0
1.0,Sr,Zr,O,0,0,0,2.0,1.55,0.6,1,0.034574683928568106
2.0,Sr,Zr,O,0,0,0,2.0,1.55,0.6,1,0.038820267916664264
0.0,Sr,Zr,S,0,0,0,2.0,1.55,1.0,0,0.0
0.0,Sr,Zr,S,0,0,0,2.0,1.55,1.0,0,0.0
0.0,Sr,Zr,Se,0,0,0,2.0,1.55,1.15,0,0.0
0.0,Ta,Ge,,0,0,0,1.45,1.25,0.0,0,0.0
0.0,Ta,P,,0,0,0,1.45,1.0,0.0,0,0.0
0.0,Ta,Si,,0,0,0,1.45,1.1,0.0,0,0.0
0.0,Ta,P,,0,0,0,1.45,1.0,0.0,0,0.0
0.0,Ta,Cu,S,0,0,0,1.45,1.35,1.0,0,0.0
0.0,Ta,As,,0,0,0,1.45,1.15,0.0,0,0.0
0.0,Ta,Ge,,0,0,0,1.45,1.25,0.0,0,0.0
0.0,Ta,P,,0,0,0,1.45,1.0,0.0,0,0.0
0.0,Ta,Si,,0,0,0,1.45,1.1,0.0,0,0.0
0.0,Ta,Rh,,0,0,0,1.45,1.35,0.0,0,0.0
0.0,Ta,P,,0,0,0,1.45,1.0,0.0,0,0.0
0.0,Ta,As,,0,0,0,1.45,1.15,0.0,0,0.0
0.0,Ta,Ge,,0,0,0,1.45,1.25,0.0,0,0.0
0.0,Ta,P,,0,0,0,1.45,1.0,0.0,0,0.0
0.0,Ta,Rh,,0,0,0,1.45,1.35,0.0,0,0.0
0.0,Ta,Ru,,0,0,0,1.45,1.3,0.0,0,0.0
0.0,Ta,Ir,,0,0,0,1.45,1.35,0.0,0,0.0
0.0,Ta,Rh,,0,0,0,1.45,1.35,0.0,0,0.0
0.0,Tl,Ta,S,0,0,0,1.9,1.45,1.0,0,0.0
0.0,Tl,Ta,Se,0,0,0,1.9,1.45,1.15,0,0.0
0.0,Tb,Au,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Al,O,0,0,0,1.75,1.25,0.6,0,0.0
0.0,Tb,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tb,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tb,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,Tb,Co,O,0,0,0,1.75,1.35,0.6,0,0.0
0.0,Tb,Si,,0,0,0,1.75,1.1,0.0,0,0.0
0.0,Tb,Sn,,0,0,0,1.75,1.45,0.0,0,0.0
0.0,Tb,Cr,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tb,Fe,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tb,Co,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Ni,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tb,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Ir,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Ru,,0,0,0,1.75,1.3,0.0,0,0.0
0.0,Tb,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,Tb,Mn,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tb,Mn,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tb,Si,,0,0,0,1.75,1.1,0.0,0,0.0
0.0,Tb,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,Tb,Sn,,0,0,0,1.75,1.45,0.0,0,0.0
0.0,Tb,Rh,O,0,0,0,1.75,1.35,0.6,0,0.0
0.0,Tb,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Sc,O,0,0,0,1.75,1.6,0.6,0,0.0
0.0,Tb,Ir,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,Ru,,0,0,0,1.75,1.3,0.0,0,0.0
0.0,Tb,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tb,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tb,V,O,0,0,0,1.75,1.35,0.6,0,0.0
0.0,Tb,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Th,Cr,S,0,0,0,1.8,1.4,1.0,0,0.0
0.0,Th,Cr,Se,0,0,0,1.8,1.4,1.15,0,0.0
0.0,Ti,Rh,,0,0,0,1.4,1.35,0.0,0,0.0
0.0,Cd,Ti,O,0,0,0,1.55,1.4,0.6,0,0.0
0.0,Ti,P,,0,0,0,1.4,1.0,0.0,0,0.0
0.0,Ti,Si,,0,0,0,1.4,1.1,0.0,0,0.0
0.0,Ti,Ge,,0,0,0,1.4,1.25,0.0,0,0.0
0.0,Ti,Si,,0,0,0,1.4,1.1,0.0,0,0.0
0.0,Ti,P,,0,0,0,1.4,1.0,0.0,0,0.0
0.0,Ti,Ir,,0,0,0,1.4,1.35,0.0,0,0.0
0.0,Pd,Ti,,0,0,0,1.4,1.4,0.0,0,0.0
0.0,Ti,Ge,S,0,0,0,1.4,1.25,1.0,0,0.0
0.0,Mn,Ti,O,0,0,0,1.4,1.4,0.6,0,0.0
0.0,Ti,As,,0,0,0,1.4,1.15,0.0,0,0.0
0.0,Ti,Ge,,0,0,0,1.4,1.25,0.0,0,0.0
0.0,Ti,P,,0,0,0,1.4,1.0,0.0,0,0.0
0.0,Ti,Ir,,0,0,0,1.4,1.35,0.0,0,0.0
0.0,Ti,Ni,,0,0,0,1.4,1.35,0.0,0,0.0
0.0,Pd,Ti,,0,0,0,1.4,1.4,0.0,0,0.0
0.0,Ti,Pt,,0,0,0,1.4,1.35,0.0,0,0.0
0.0,Ti,Rh,,0,0,0,1.4,1.35,0.0,0,0.0
0.0,Ti,Ru,,0,0,0,1.4,1.3,0.0,0,0.0
0.0,Tl,Cd,Br,0,0,0,1.9,1.55,1.15,0,0.0
0.0,Tl,Cd,Cl,0,0,0,1.9,1.55,1.0,0,0.0
0.0,Tl,Cd,I,0,0,0,1.9,1.55,1.4,0,0.0
0.0,Tl,Sb,,0,0,0,1.9,1.45,0.0,0,0.0
0.0,Tl,Cr,O,0,0,0,1.9,1.4,0.6,0,0.0
0.0,Tl,Fe,Br,0,0,0,1.9,1.4,1.15,0,0.0
0.0,Tl,Fe,I,0,0,0,1.9,1.4,1.4,0,0.0
0.0,Tl,Fe,O,0,0,0,1.9,1.4,0.6,0,0.0
0.0,Tl,Ge,I,0,0,0,1.9,1.25,1.4,0,0.0
0.0,Tl,Hg,Cl,0,0,0,1.9,1.5,1.0,0,0.0
0.0,Tl,N,O,0,0,0,1.9,0.65,0.6,0,0.0
0.0,Tl,N,O,0,0,0,1.9,0.65,0.6,0,0.0
0.0,Tl,Ni,O,0,0,0,1.9,1.35,0.6,0,0.0
0.0,Tm,Au,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tm,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tm,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,Tm,Co,O,0,0,0,1.75,1.35,0.6,0,0.0
0.0,Tm,Si,,0,0,0,1.75,1.1,0.0,0,0.0
0.0,Tm,Sn,,0,0,0,1.75,1.45,0.0,0,0.0
0.0,Tm,Cr,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tm,Fe,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tm,Ni,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,Tm,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Ir,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Ru,,0,0,0,1.75,1.3,0.0,0,0.0
0.0,Tm,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,Tm,Mn,O,0,0,0,1.75,1.4,0.6,0,0.0
0.0,Tm,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,Tm,Ni,O,0,0,0,1.75,1.35,0.6,0,0.0
0.0,Tm,Sn,,0,0,0,1.75,1.45,0.0,0,0.0
0.0,Tm,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,Tm,Ru,,0,0,0,1.75,1.3,0.0,0,0.0
0.0,Tm,V,O,0,0,0,1.75,1.35,0.6,0,0.0
0.0,Tm,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,U,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,U,Co,Se,0,0,0,1.75,1.35,1.15,0,0.0
0.0,U,Si,,0,0,0,1.75,1.1,0.0,0,0.0
0.0,U,Cr,S,0,0,0,1.75,1.4,1.0,0,0.0
0.0,U,Cr,Se,0,0,0,1.75,1.4,1.15,0,0.0
0.0,U,Si,,0,0,0,1.75,1.1,0.0,0,0.0
0.0,U,Ir,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,U,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,U,Pt,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,U,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,U,Ge,,0,0,0,1.75,1.25,0.0,0,0.0
0.0,U,Ni,S,0,0,0,1.75,1.35,1.0,0,0.0
0.0,U,Ni,Se,0,0,0,1.75,1.35,1.15,0,0.0
0.0,U,Pd,Se,0,0,0,1.75,1.4,1.15,0,0.0
0.0,U,Rh,S,0,0,0,1.75,1.35,1.0,0,0.0
0.0,U,Ru,S,0,0,0,1.75,1.3,1.0,0,0.0
0.0,U,Ir,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,U,Ni,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,U,Pd,,0,0,0,1.75,1.4,0.0,0,0.0
0.0,U,Rh,,0,0,0,1.75,1.35,0.0,0,0.0
0.0,U,Ru,,0,0,0,1.75,1.3,0.0,0,0.0
0.0,U,V,Se,0,0,0,1.75,1.35,1.15,0,0.0
0.0,Rh,V,,0,0,0,1.35,1.35,0.0,0,0.0
0.0,Cd,V,O,0,0,0,1.55,1.35,0.6,0,0.0
0.0,Cd,V,O,0,0,0,1.55,1.35,0.6,0,0.0
0.0,V,Ge,,0,0,0,1.35,1.25,0.0,0,0.0
0.0,V,P,,0,0,0,1.35,1.0,0.0,0,0.0
0.0,V,Si,,0,0,0,1.35,1.1,0.0,0,0.0
0.0,V,P,,0,0,0,1.35,1.0,0.0,0,0.0
0.0,V,As,,0,0,0,1.35,1.15,0.0,0,0.0
0.0,V,Ge,,0,0,0,1.35,1.25,0.0,0,0.0
0.0,V,P,,0,0,0,1.35,1.0,0.0,0,0.0
0.0,Ni,V,,0,0,0,1.35,1.35,0.0,0,0.0
0.0,Y,Au,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Al,O,0,0,0,1.8,1.25,0.6,0,0.0
0.0,Y,Pd,,0,0,0,1.8,1.4,0.0,0,0.0
0.0,Y,Pt,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ge,,0,0,0,1.8,1.25,0.0,0,0.0
0.0,Y,Co,O,0,0,0,1.8,1.35,0.6,0,0.0
0.0,Y,Sn,,0,0,0,1.8,1.45,0.0,0,0.0
0.0,Y,Cr,O,0,0,0,1.8,1.4,0.6,0,0.0
0.0,Y,Fe,O,0,0,0,1.8,1.4,0.6,0,0.0
0.0,Y,Co,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ir,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ni,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Pd,,0,0,0,1.8,1.4,0.0,0,0.0
0.0,Y,Pt,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Rh,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ir,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Pt,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Rh,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ge,,0,0,0,1.8,1.25,0.0,0,0.0
0.0,Y,Mn,O,0,0,0,1.8,1.4,0.6,0,0.0
0.0,Y,Ge,,0,0,0,1.8,1.25,0.0,0,0.0
0.0,Y,Ni,O,0,0,0,1.8,1.35,0.6,0,0.0
0.0,Y,Sn,,0,0,0,1.8,1.45,0.0,0,0.0
0.0,Y,Sc,O,0,0,0,1.8,1.6,0.6,0,0.0
0.0,Y,Ir,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ni,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Pt,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Rh,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ru,,0,0,0,1.8,1.3,0.0,0,0.0
0.0,Y,Ir,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Pd,,0,0,0,1.8,1.4,0.0,0,0.0
0.0,Y,Pt,,0,0,0,1.8,1.35,0.0,0,0.0
0.0,Y,Ti,O,0,0,0,1.8,1.4,0.6,0,0.0
0.0,Y,V,O,0,0,0,1.8,1.35,0.6,0,0.0
0.0,Y,Pd,,0,0,0,1.8,1.4,0.0,0,0.0
0.0,Zr,Ge,,0,0,0,1.55,1.25,0.0,0,0.0
0.0,Zr,P,,0,0,0,1.55,1.0,0.0,0,0.0
0.0,Zr,Si,,0,0,0,1.55,1.1,0.0,0,0.0
0.0,Zr,P,,0,0,0,1.55,1.0,0.0,0,0.0
0.0,Zr,Si,,0,0,0,1.55,1.1,0.0,0,0.0
0.0,Zr,Ge,,0,0,0,1.55,1.25,0.0,0,0.0
0.0,Zr,Si,,0,0,0,1.55,1.1,0.0,0,0.0
0.0,Zr,Sn,,0,0,0,1.55,1.45,0.0,0,0.0
0.0,Zr,P,,0,0,0,1.55,1.0,0.0,0,0.0
0.0,Zr,Si,,0,0,0,1.55,1.1,0.0,0,0.0
0.0,Zr,Ir,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Mo,,0,0,0,1.55,1.45,0.0,0,0.0
0.0,Zr,Pd,,0,0,0,1.55,1.4,0.0,0,0.0
0.0,Zr,Pt,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Rh,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Ge,,0,0,0,1.55,1.25,0.0,0,0.0
0.0,Zr,P,,0,0,0,1.55,1.0,0.0,0,0.0
0.0,Zr,Si,,0,0,0,1.55,1.1,0.0,0,0.0
0.0,Zr,P,,0,0,0,1.55,1.0,0.0,0,0.0
0.0,Zr,Ge,,0,0,0,1.55,1.25,0.0,0,0.0
0.0,Zr,Sb,,0,0,0,1.55,1.45,0.0,0,0.0
0.0,Zr,Os,,0,0,0,1.55,1.3,0.0,0,0.0
0.0,Zr,Rh,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Ru,,0,0,0,1.55,1.3,0.0,0,0.0
0.0,Pb,Zr,S,0,0,0,1.8,1.55,1.0,0,0.0
0.0,Zr,Pd,,0,0,0,1.55,1.4,0.0,0,0.0
0.0,Zr,Ir,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Mo,,0,0,0,1.55,1.45,0.0,0,0.0
0.0,Zr,Ni,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Os,,0,0,0,1.55,1.3,0.0,0,0.0
0.0,Zr,Pd,,0,0,0,1.55,1.4,0.0,0,0.0
0.0,Zr,Pt,,0,0,0,1.55,1.35,0.0,0,0.0
0.0,Zr,Sn,S,0,0,0,1.55,1.45,1.0,0,0.0
0.0,Zr,P,,0,0,0,1.55,1.0,0.0,0,0.0
0.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,0,0.0
3.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,1,0.024692230588231112
0.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,0,0.0
3.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,1,0.024692230588231112
0.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,0,0.0
3.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,1,0.024692230588231112
0.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,0,0.0
3.0,Ba,Ti,O,0,0,0,2.15,1.4,0.6,1,0.024692230588231112
0.0,K,Nb,O,0,0,0,2.2,1.45,0.6,0,0.0
0.0,Pb,Zr,O,0,0,0,1.8,1.55,0.6,0,0.0
0.0,Ba,Pb,O,0,0,0,2.15,1.8,0.6,0,0.0
1.0,Ba,Pb,O,0,0,0,2.15,1.8,0.6,0,0.0
0.0,Ba,Tb,O,0,0,0,2.15,1.75,0.6,0,0.0
0.0,Ba,Zr,O,0,0,0,2.15,1.55,0.6,0,0.0
1.0,Ba,Zr,O,0,0,0,2.15,1.55,0.6,0,0.0
2.0,Ba,Zr,O,0,0,0,2.15,1.55,0.6,1,0.0
0.0,Ca,Ti,O,0,0,0,1.8,1.4,0.6,0,0.0
1.0,Ca,Ti,O,0,0,0,1.8,1.4,0.6,1,0.036095245357147476
